"","SOURCEID","pscs","X","Y","CLYPPT","CLYPPT.sd","SOURCEDB","DEPTH"
"281","1978NV031014","FINE",6351347.94696757,3771164.12871732,48,9,"NASIS",NA
"282","1978NV031015","LOAMY-SKELETAL",6350832.56239667,3769595.96332799,20,8,"NASIS",NA
"283","1978NV031016","FINE-LOAMY",6342961.97760386,3757013.89272831,27,6,"NASIS",NA
"284","1979NV031006","CLAYEY",6391326.46679198,3775636.78548764,64,16,"NASIS",NA
"285","1979NV031008","LOAMY-SKELETAL",6363177.31760441,3741047.70596531,20,8,"NASIS",NA
"286","1979NV031009","FINE",6374744.29273259,3763713.53113825,48,9,"NASIS",NA
"287","1979NV031010","FINE",6358618.90520306,3733573.06617689,48,9,"NASIS",NA
"288","1978NV031017","LOAMY-SKELETAL",6340334.99321941,3746227.7761409,20,8,"NASIS",NA
"289","1978NV031019","LOAMY",6340075.26990669,3742793.07799612,20,8,"NASIS",NA
"290","1978NV031020","FINE-LOAMY",6341800.29675909,3755023.38289747,27,6,"NASIS",NA
"291","1978NV031026","LOAMY-SKELETAL",6341021.39235427,3742311.71654157,20,8,"NASIS",NA
"292","1975NV031801","LOAMY-SKELETAL",6341359.74533877,3751935.97467725,20,8,"NASIS",NA
"293","1978NV031028","CLAYEY",6376343.17093106,3767589.4672245,64,16,"NASIS",NA
"294","1978NV031029","FINE",6343658.34265817,3769915.3976843,48,9,"NASIS",NA
"295","1979NV031002","FINE",6376809.57927893,3767287.93940724,48,9,"NASIS",NA
"296","1978NV031030","LOAMY-SKELETAL",6354729.35209311,3728433.30059017,20,8,"NASIS",NA
"297","1978NV031031","LOAMY-SKELETAL",6378113.7389666,3793995.43135877,20,8,"NASIS",NA
"298","1979NV031003","LOAMY-SKELETAL",6387730.61287564,3764301.34235189,20,8,"NASIS",NA
"299","Nov-35","COARSE-LOAMY",6324079.58740533,3693134.2427732,10,8,"NASIS",NA
"300","1976NV031901","FINE-LOAMY",6361203.62138782,3794597.08685661,27,6,"NASIS",NA
"301","1976NV031803","FINE-LOAMY",6359196.33679155,3792959.58038239,27,6,"NASIS",NA
"302","1976NV031904","FINE-LOAMY",6356896.21868969,3790727.81671462,27,6,"NASIS",NA
"303","1976NV031905","FINE-LOAMY",6357403.12454358,3790932.22581686,27,6,"NASIS",NA
"304","1976NV031906","FINE-LOAMY",6357039.99916833,3784308.40753047,27,6,"NASIS",NA
"305","1976NV031007","FINE-LOAMY",6356915.92582862,3783955.58727995,27,6,"NASIS",NA
"306","1976NV031008","FINE-LOAMY",6370719.16087907,3776581.7391679,27,6,"NASIS",NA
"307","1976NV031009","FINE-LOAMY",6363693.99674146,3778984.19412311,27,6,"NASIS",NA
"308","1976NV031010","FINE-LOAMY",6367940.83070172,3779788.01623729,27,6,"NASIS",NA
"309","1976NV031011","FINE-LOAMY",6366067.9729355,3779343.00258818,27,6,"NASIS",NA
"310","1976NV031012","FINE-LOAMY",6365037.19252329,3778515.07801203,27,6,"NASIS",NA
"311","1976NV031013","FINE-LOAMY",6363960.20140204,3776985.87877264,27,6,"NASIS",NA
"312","1976NV031015","FINE-LOAMY",6364333.12357695,3778141.64058158,27,6,"NASIS",NA
"313","1976NV031017","FINE-LOAMY",6350328.3994872,3790995.01171137,27,6,"NASIS",NA
"314","1976NV031019","FINE-LOAMY",6366066.29416998,3792901.70827573,27,6,"NASIS",NA
"315","1976NV031020","FINE-LOAMY",6366175.56067379,3794982.4762194,27,6,"NASIS",NA
"316","1976NV031021","FINE-LOAMY",6365741.20074499,3793877.71304489,27,6,"NASIS",NA
"317","1976NV031105","FINE-SILTY",6372553.76430664,3786301.9984299,27,6,"NASIS",NA
"318","1976NV031106","FINE-SILTY",6370059.1486254,3783800.25047917,27,6,"NASIS",NA
"319","1976NV031107","FINE-SILTY",6363279.61368548,3787498.18939388,27,6,"NASIS",NA
"320","1976NV031023","FINE-LOAMY",6364497.51349906,3798155.57829738,27,6,"NASIS",NA
"321","1976NV031025","FINE-LOAMY",6363982.79810139,3797920.72677805,27,6,"NASIS",NA
"322","1976NV031027","FINE-LOAMY",6363016.07425176,3797497.20124183,27,6,"NASIS",NA
"323","1976NV031028","FINE-LOAMY",6362944.83958198,3797421.13843815,27,6,"NASIS",NA
"324","1976NV031029","COARSE-LOAMY",6364073.81977734,3798511.21356817,10,8,"NASIS",NA
"325","1976NV031030","FINE-LOAMY",6363428.79593531,3798966.28596213,27,6,"NASIS",NA
"326","1976NV031032","FINE-LOAMY",6360831.14253788,3794514.52731539,27,6,"NASIS",NA
"327","1976NV031033","FINE-LOAMY",6360621.45447357,3793146.68254486,27,6,"NASIS",NA
"328","1976NV031034","FINE-LOAMY",6365540.03759346,3778884.04572935,27,6,"NASIS",NA
"329","1976NV031035","FINE-LOAMY",6364452.5592952,3778300.78578125,27,6,"NASIS",NA
"330","1976NV031036","PSAMMENTS",6358400.1075545,3796160.92790142,4,8,"NASIS",NA
"331","1976NV031037","PSAMMENTS",6358621.57154885,3796061.34739561,4,8,"NASIS",NA
"332","1976NV031038","PSAMMENTS",6359379.56889905,3796449.99427139,4,8,"NASIS",NA
"333","1976NV031040","PSAMMENTS",6358843.86850163,3796319.36448661,4,8,"NASIS",NA
"334","1976NV031041","PSAMMENTS",6354099.89678477,3798961.63884976,4,8,"NASIS",NA
"335","1976NV031042","LOAMY-SKELETAL",6365891.67746792,3792011.31021837,20,8,"NASIS",NA
"336","1976NV031043","LOAMY",6359554.95392126,3795388.44741576,20,8,"NASIS",NA
"337","1976NV031044","LOAMY",6372139.10786947,3788214.11924338,20,8,"NASIS",NA
"338","1976NV031045","LOAMY",6371708.06242324,3788278.51457737,20,8,"NASIS",NA
"339","1976NV031046","LOAMY",6364472.34534444,3783464.3980398,20,8,"NASIS",NA
"340","1976NV031047","LOAMY",6358349.97130146,3794386.81114385,20,8,"NASIS",NA
"341","1976NV031048","CLAYEY-SKELETAL",6359439.9920509,3795423.23361894,64,16,"NASIS",NA
"342","1976NV031049","FINE-LOAMY",6373196.53349343,3785654.19381649,27,6,"NASIS",NA
"343","1976NV031050","FINE-LOAMY",6373161.04487961,3785437.32015528,27,6,"NASIS",NA
"344","1976NV031051","FINE-LOAMY",6367972.24585213,3779811.07843979,27,6,"NASIS",NA
"345","1976NV031052","FINE-LOAMY",6361611.21371864,3787513.67055958,27,6,"NASIS",NA
"346","1976NV031055","FINE-LOAMY",6356590.6280881,3786265.93080944,27,6,"NASIS",NA
"347","1976NV031056","FINE-LOAMY",6356489.5112923,3785906.15273124,27,6,"NASIS",NA
"348","1976NV031057","FINE-LOAMY",6357150.52888431,3785413.47210774,27,6,"NASIS",NA
"349","1976NV031058","FINE-LOAMY",6356985.01928689,3783934.69904461,27,6,"NASIS",NA
"350","1976NV031059","LOAMY-SKELETAL",6363193.85947204,3789507.78087449,20,8,"NASIS",NA
"351","1976NV031065","CLAYEY-SKELETAL",6364190.69822434,3785402.60417634,64,16,"NASIS",NA
"352","1976NV031067","CLAYEY-SKELETAL",6357037.77064882,3784211.50156521,64,16,"NASIS",NA
"353","1976NV031068","COARSE-SILTY OVER SANDY OR SANDY-SKELETAL",6362242.94383411,3794478.18302373,8,10,"NASIS",NA
"354","1976NV031069","COARSE-LOAMY",6359112.76195801,3793017.38272712,10,8,"NASIS",NA
"355","1976NV031070","COARSE-LOAMY",6357295.95901749,3786020.07238027,10,8,"NASIS",NA
"356","1976NV031071","LOAMY-SKELETAL",6363225.2727557,3789530.82828511,20,8,"NASIS",NA
"357","1976NV031072","SANDY OR SANDY-SKELETAL",6363550.69140735,3788554.6391772,8,8,"NASIS",NA
"358","1976NV031073","PSAMMENTS",6369127.39713117,3785737.95206893,4,8,"NASIS",NA
"359","1976NV031074","PSAMMENTS",6369096.00424155,3785714.88642032,4,8,"NASIS",NA
"360","1976NV031076","PSAMMENTS",6360283.84136533,3794875.18398229,4,8,"NASIS",NA
"361","1976NV031077","COARSE-LOAMY",6369374.3953207,3785013.59233029,10,8,"NASIS",NA
"362","1976NV031078","COARSE-LOAMY",6363830.18548702,3784828.3727603,10,8,"NASIS",NA
"363","1976NV031079","COARSE-LOAMY",6364031.43206327,3785190.45626129,10,8,"NASIS",NA
"364","1976NV031080","PSAMMENTS",6364051.43035663,3786777.76303571,4,8,"NASIS",NA
"365","1976NV031081","COARSE-LOAMY",6363561.74672326,3786990.38552394,10,8,"NASIS",NA
"366","1976NV031082","COARSE-LOAMY",6363221.87467702,3788361.12057264,10,8,"NASIS",NA
"367","1976NV031084","COARSE-LOAMY",6368681.19212507,3797251.51717846,10,8,"NASIS",NA
"368","1976NV031085","SANDY",6366027.32360682,3797921.50403072,6,6,"NASIS",NA
"369","1976NV031086","COARSE-LOAMY",6363813.75784298,3796963.51228739,10,8,"NASIS",NA
"370","1976NV031087","FINE-LOAMY",6356506.95764676,3786323.76375479,27,6,"NASIS",NA
"371","1976NV031088","FINE-LOAMY",6358819.16345218,3792683.31157899,27,6,"NASIS",NA
"372","1976NV031090","FINE",6372467.67243685,3775862.98233471,48,9,"NASIS",NA
"373","1976NV031091","FINE",6369232.03946514,3784861.3107987,48,9,"NASIS",NA
"374","1976NV031096","FINE",6356924.84449766,3784343.22291856,48,9,"NASIS",NA
"375","1976NV031097","FINE",6355419.47670925,3784766.03091873,48,9,"NASIS",NA
"376","1976NV031098","CLAYEY",6368443.75680854,3779441.95625563,64,16,"NASIS",NA
"377","1976NV031099","CLAYEY",6373152.8491267,3785049.76935231,64,16,"NASIS",NA
"378","1976NV031100","LOAMY-SKELETAL",6356697.3227975,3786201.12304153,20,8,"NASIS",NA
"379","1976NV031101","FINE",6372369.42212188,3787072.37237407,48,9,"NASIS",NA
"380","1976NV031154","LOAMY",6367421.30923872,3779716.51324355,20,8,"NASIS",NA
"381","1976NV031155","LOAMY",6366897.53317475,3779808.87678837,20,8,"NASIS",NA
"382","1976NV031156","FINE-LOAMY",6362993.08751401,3797504.1468127,27,6,"NASIS",NA
"383","1976NV031157","FINE",6363290.20443217,3787625.08376535,48,9,"NASIS",NA
"384","1976NV031123","FINE-LOAMY",6357605.84456502,3789699.76385948,27,6,"NASIS",NA
"385","1976NV031125","FINE-LOAMY",6366398.94881553,3779633.63167519,27,6,"NASIS",NA
"386","1976NV031126","FINE-LOAMY",6357331.80973466,3790856.21895518,27,6,"NASIS",NA
"387","1976NV031127","FINE-LOAMY",6363668.84145568,3778894.21792207,27,6,"NASIS",NA
"388","1976NV031128","FINE-LOAMY",6356944.52050904,3790810.78770259,27,6,"NASIS",NA
"389","1976NV031129","FINE-LOAMY",6358030.2281423,3792629.26219788,27,6,"NASIS",NA
"390","1976NV031131","COARSE-LOAMY",6363867.19959829,3797597.86098033,10,8,"NASIS",NA
"391","1976NV031112","FINE",6369940.12827555,3782568.27696844,48,9,"NASIS",NA
"392","1976NV031113","FINE",6368221.38143153,3780256.36309208,48,9,"NASIS",NA
"393","1976NV031114","FINE",6362264.92132134,3786015.60735662,48,9,"NASIS",NA
"394","1976NV031115","FINE-LOAMY",6362495.50461121,3786303.77930325,27,6,"NASIS",NA
"395","1976NV031116","FINE-LOAMY",6363304.51082105,3789279.27646778,27,6,"NASIS",NA
"396","1976NV031117","FINE-LOAMY",6364241.87424857,3789061.66436172,27,6,"NASIS",NA
"397","1976NV031118","FINE-LOAMY",6363354.14709383,3788743.98770666,27,6,"NASIS",NA
"398","1976NV031119","FINE-LOAMY",6363797.65754808,3788545.20524141,27,6,"NASIS",NA
"399","1976NV031120","FINE",6356711.39153295,3784472.82588363,48,9,"NASIS",NA
"400","1976NV031121","FINE",6356694.54526607,3784412.85764616,48,9,"NASIS",NA
"401","1976NV031122","FINE",6362065.13811672,3794466.84352453,48,9,"NASIS",NA
"402","1976NV031134","COARSE-LOAMY",6363237.95335859,3787705.87175883,10,8,"NASIS",NA
"403","1976NV031136","FINE-LOAMY",6369607.28996223,3782180.62797644,27,6,"NASIS",NA
"404","1976NV031137","CLAYEY",6363650.00503028,3779094.96964132,64,16,"NASIS",NA
"405","1976NV031138","CLAYEY",6363884.6583854,3778146.51344841,64,16,"NASIS",NA
"406","1976NV031139","CLAYEY",6371338.19514643,3784358.96814232,64,16,"NASIS",NA
"407","sm03h105a","SANDY-SKELETAL",6328342.70334042,3692059.56385382,6,6,"NASIS",NA
"408","1976NV031140","CLAYEY",6370833.5980608,3784607.92318303,64,16,"NASIS",NA
"409","1976NV031141","CLAYEY",6369577.47846184,3784757.54218181,64,16,"NASIS",NA
"410","1976NV031142","CLAYEY",6367959.16191043,3784951.27203324,64,16,"NASIS",NA
"411","1976NV031143","CLAYEY",6371256.74334752,3783798.34670133,64,16,"NASIS",NA
"412","1976NV031144","CLAYEY",6371344.62179159,3783934.49719713,64,16,"NASIS",NA
"413","1976NV031145","CLAYEY",6371459.92627532,3783542.37722013,64,16,"NASIS",NA
"414","1976NV031146","CLAYEY",6369833.42673649,3782275.26845075,64,16,"NASIS",NA
"415","1976NV031147","CLAYEY",6367098.65557795,3779813.45180351,64,16,"NASIS",NA
"416","1976NV031148","CLAYEY",6366731.04312991,3787076.29715122,64,16,"NASIS",NA
"417","1976NV031150","CLAYEY",6364245.19676219,3777290.28558387,64,16,"NASIS",NA
"418","1976NV031151","CLAYEY",6369525.162481,3784480.69532994,64,16,"NASIS",NA
"419","1976NV031153","CLAYEY",6369969.09087554,3783924.8022876,64,16,"NASIS",NA
"420","1976NV031171","LOAMY-SKELETAL",6372570.15670714,3788149.76411573,20,8,"NASIS",NA
"421","1976NV031175","LOAMY",6364200.22062965,3783741.42455959,20,8,"NASIS",NA
"422","1976NV031187","FINE-LOAMY",6357445.44305904,3790106.14115023,27,6,"NASIS",NA
"423","1976NV031188","FINE-LOAMY",6357582.51131539,3788373.08904656,27,6,"NASIS",NA
"424","1976NV031190","FINE-LOAMY",6357128.71060486,3787469.4057376,27,6,"NASIS",NA
"425","1976NV031191","FINE-LOAMY",6357953.03537884,3788358.62018217,27,6,"NASIS",NA
"426","1976NV031192","FINE-LOAMY",6357090.42733793,3785821.99744324,27,6,"NASIS",NA
"427","1976NV031193","COARSE-LOAMY",6352185.44911618,3799868.76349828,10,8,"NASIS",NA
"428","1976NV031194","FINE-LOAMY",6350045.23483512,3796711.54577075,27,6,"NASIS",NA
"429","1976NV031196","LOAMY",6369540.43961499,3789092.27143889,20,8,"NASIS",NA
"430","02ca693-251","LOAMY-SKELETAL",6339198.70179029,3741083.10037401,20,8,"NASIS",NA
"431","Rx02025","SANDY-SKELETAL",6339257.57874145,3741551.283858,6,6,"NASIS",NA
"433","H25","SANDY-SKELETAL",6321380.13396047,3683659.29467828,6,6,"NASIS",NA
"434","01ca693-057","COARSE-LOAMY",6313014.69584146,3729879.96214846,10,8,"NASIS",NA
"435","03CA632004","CLAYEY",6215687.34577265,3620949.64609432,64,16,"NASIS",NA
"436","RlF02013","LOAMY-SKELETAL",6313897.300434,3698290.97843914,20,8,"NASIS",NA
"437","RcG04106","PSAMMENTS",6315101.16354023,3709926.00368704,4,8,"NASIS",NA
"438","Aug-43","LOAMY-SKELETAL",6312629.46628322,3699483.48818192,20,8,"NASIS",NA
"439","16-Jan","LOAMY-SKELETAL",6336945.6936257,3734618.69394804,20,8,"NASIS",NA
"440","15-Jun","SANDY-SKELETAL",6316321.06828355,3716669.51788431,6,6,"NASIS",NA
"441","Ra02003","SANDY-SKELETAL",6315864.26475214,3692766.36162262,6,6,"NASIS",NA
"442","68CA693101","SANDY",6323074.21237559,3700260.36789686,6,6,"NASIS",NA
"443","01CA693029","SANDY-SKELETAL",6339196.05529764,3740839.60231246,6,6,"NASIS",NA
"444","68CA693108","FINE-LOAMY",6323845.68423236,3696443.21413722,27,6,"NASIS",NA
"445","11-Jun","SANDY-SKELETAL",6334705.75841452,3708940.29894043,6,6,"NASIS",NA
"446","790300","LOAMY-SKELETAL",6327826.31925157,3601103.07727863,20,8,"NASIS",NA
"447","04CA017001","SANDY",6314079.78083421,3711945.23469027,6,6,"NASIS",NA
"448","04CA017001","SANDY",6314079.78083421,3711945.23469027,6,6,"NASIS",NA
"449","790301","LOAMY-SKELETAL",6331459.47141797,3604863.17214222,20,8,"NASIS",NA
"450","790302","SANDY",6330362.40847714,3604214.29489186,6,6,"NASIS",NA
"451","790303","LOAMY-SKELETAL",6330352.3978493,3603990.05840373,20,8,"NASIS",NA
"452","TeG04033","LOAMY-SKELETAL",6315511.98757534,3700572.87505267,20,8,"NASIS",NA
"453","02CA693154","SANDY",6320422.83059322,3702694.74856766,6,6,"NASIS",NA
"454","02CA693153","SANDY-SKELETAL",6318382.45872656,3703743.52074099,6,6,"NASIS",NA
"455","02CA693151","SANDY-SKELETAL",6320755.56296263,3702580.49565948,6,6,"NASIS",NA
"457","04CA632028","CLAYEY",6224456.03882494,3618676.58254137,64,16,"NASIS",NA
"458","TRPA016-191-031","PSAMMENTS",6315549.48027828,3713550.42453646,4,8,"NASIS",NA
"459","6-Aug","PSAMMENTS",6319035.20691341,3697401.53436925,4,8,"NASIS",NA
"460","2004NV001069","SANDY",6349214.97950281,3762519.06647946,6,6,"NASIS",NA
"461","5-Aug","SANDY",6318931.04678038,3697528.45061772,6,6,"NASIS",NA
"462","1974NV031904","LOAMY-SKELETAL",6354880.69107968,3745158.35115907,20,8,"NASIS",NA
"463","1974NV031005","LOAMY-SKELETAL",6355051.21881098,3745139.63875648,20,8,"NASIS",NA
"464","1974NV031006","LOAMY-SKELETAL",6352905.18248914,3751214.05002397,20,8,"NASIS",NA
"465","1974NV031007","LOAMY-SKELETAL",6358993.14186234,3742072.15515537,20,8,"NASIS",NA
"466","1974NV031008","LOAMY-SKELETAL",6353923.06552076,3748566.94412,20,8,"NASIS",NA
"467","1974NV031009","LOAMY-SKELETAL",6353763.44502883,3747184.52186134,20,8,"NASIS",NA
"468","1974NV031014","LOAMY-SKELETAL",6351444.82858486,3741119.74651686,20,8,"NASIS",NA
"469","1974NV031015","LOAMY-SKELETAL",6354063.87141407,3747451.79006629,20,8,"NASIS",NA
"470","1974NV031016","LOAMY-SKELETAL",6350767.59353595,3740673.20951269,20,8,"NASIS",NA
"471","2-Jun","PSAMMENTS",6334507.02514641,3707073.93399288,4,8,"NASIS",NA
"472","99CA729B00jbf","PSAMMENTS",6329171.17180638,3680256.24379504,4,8,"NASIS",NA
"473","99CA729B01jbf","PSAMMENTS",6329221.93515533,3680193.52721966,4,8,"NASIS",NA
"474","99CA729B04jbf","LOAMY-SKELETAL",6335527.95028703,3683896.17001367,20,8,"NASIS",NA
"475","99CA729B05jbf","PSAMMENTS",6328590.00946617,3680715.12022092,4,8,"NASIS",NA
"476","1972NV031005","FINE-LOAMY",6380340.23189717,3786408.16464684,27,6,"NASIS",NA
"477","1972NV031006","FINE-LOAMY",6374366.4124712,3785823.51318223,27,6,"NASIS",NA
"478","1972NV031007","FINE-LOAMY",6380630.17655055,3785476.84449941,27,6,"NASIS",NA
"479","1972NV031008","FINE-LOAMY",6380655.64754443,3785209.3216903,27,6,"NASIS",NA
"480","1972NV031009","LOAMY-SKELETAL",6382242.68602056,3784638.14250928,20,8,"NASIS",NA
"481","1972NV031013","FINE-LOAMY",6373914.43433438,3785633.97185929,27,6,"NASIS",NA
"482","1972NV031028","FINE-SILTY",6368192.29455832,3769929.17594749,27,6,"NASIS",NA
"483","1972NV031030","FINE",6363942.83916987,3760055.55988362,48,9,"NASIS",NA
"484","1972NV031031","FINE",6366251.06870255,3759981.39488803,48,9,"NASIS",NA
"485","1973NV031001","FINE",6362845.89079455,3761782.17005722,48,9,"NASIS",NA
"486","1973NV031902","LOAMY",6363551.9903816,3766023.29648919,20,8,"NASIS",NA
"487","1973NV031003","LOAMY",6364125.85379766,3765298.46534284,20,8,"NASIS",NA
"488","1973NV031004","FINE",6356509.99168224,3765280.31445934,48,9,"NASIS",NA
"489","1973NV031005","FINE",6353515.60532618,3774249.42052724,48,9,"NASIS",NA
"490","1973NV031007","CLAYEY",6354345.62378147,3769087.43193907,64,16,"NASIS",NA
"491","1973NV031008","CLAYEY",6353891.85814878,3764606.30780748,64,16,"NASIS",NA
"492","1973NV031011","FINE-LOAMY",6367228.75447001,3763588.21771379,27,6,"NASIS",NA
"493","1973NV031012","CLAYEY-SKELETAL",6360188.83885559,3767066.49934133,64,16,"NASIS",NA
"494","1973NV031013","FINE-LOAMY",6354385.34842494,3768424.99060098,27,6,"NASIS",NA
"495","1973NV031014","FINE-LOAMY",6354733.65694444,3767344.24890681,27,6,"NASIS",NA
"496","1973NV031015","FINE-LOAMY",6369464.93775635,3764251.1332301,27,6,"NASIS",NA
"497","1973NV031016","FINE-LOAMY",6354330.77899801,3768408.93596557,27,6,"NASIS",NA
"498","04FS-2","SANDY",6330964.12875005,3699454.08934697,6,6,"NASIS",NA
"499","1973NV031023","LOAMY-SKELETAL",6353533.31633274,3768779.77702598,20,8,"NASIS",NA
"500","1973NV031024","FINE-LOAMY",6353508.10180527,3768689.82378773,27,6,"NASIS",NA
"501","29-Apr","SANDY",6336488.36009929,3725020.34986568,6,6,"NASIS",NA
"502","1973NV031026","CLAYEY",6352178.28418197,3763497.34040499,64,16,"NASIS",NA
"503","1973NV031028","FINE-LOAMY",6355008.7236711,3768594.61697939,27,6,"NASIS",NA
"504","1973NV031029","FINE",6351417.24361585,3776933.64430911,48,9,"NASIS",NA
"505","1974NV031001","LOAMY-SKELETAL",6351234.01847942,3758156.07432756,20,8,"NASIS",NA
"506","1974NV031003","LOAMY-SKELETAL",6351658.01346897,3740893.10297387,20,8,"NASIS",NA
"507","1974NV031910","LOAMY-SKELETAL",6352436.95990097,3747648.53300496,20,8,"NASIS",NA
"508","1974NV031011","LOAMY-SKELETAL",6356986.41194821,3745598.80503719,20,8,"NASIS",NA
"509","1974NV031012","LOAMY-SKELETAL",6351428.10497783,3741059.75126534,20,8,"NASIS",NA
"510","1974NV031013","LOAMY-SKELETAL",6350855.62886203,3745490.9570182,20,8,"NASIS",NA
"511","1974NV031017","LOAMY-SKELETAL",6351048.84479436,3741141.28948656,20,8,"NASIS",NA
"512","1974NV031018","LOAMY-SKELETAL",6350893.04175998,3741123.13539959,20,8,"NASIS",NA
"513","1974NV031019","LOAMY-SKELETAL",6353635.42102542,3746995.44404059,20,8,"NASIS",NA
"514","1974NV031920","LOAMY-SKELETAL",6353664.37216843,3747279.32392385,20,8,"NASIS",NA
"515","1974NV031921","LOAMY-SKELETAL",6353695.89806615,3747302.35639698,20,8,"NASIS",NA
"516","1974NV031023","CLAYEY",6353056.58879577,3748339.91001075,64,16,"NASIS",NA
"517","1974NV031026","CLAYEY",6353730.82469792,3749047.39411425,64,16,"NASIS",NA
"518","1974NV031028","FINE",6352935.19440501,3750782.34527489,48,9,"NASIS",NA
"519","1974NV031029","LOAMY-SKELETAL",6360003.76953937,3744174.20554862,20,8,"NASIS",NA
"520","1974NV031030","LOAMY-SKELETAL",6359739.74133564,3743765.84348192,20,8,"NASIS",NA
"521","1974NV031031","CLAYEY-SKELETAL",6359467.18500674,3744139.96913248,64,16,"NASIS",NA
"522","1974NV031032","CLAYEY-SKELETAL",6359590.54678361,3743680.54702403,64,16,"NASIS",NA
"523","1974NV031047","LOAMY-SKELETAL",6349493.90683496,3742682.09081005,20,8,"NASIS",NA
"524","1974NV031050","LOAMY-SKELETAL",6350844.56466345,3742210.57277692,20,8,"NASIS",NA
"525","1974NV031051","LOAMY-SKELETAL",6349918.80082971,3741773.87214713,20,8,"NASIS",NA
"526","1974NV031054","LOAMY-SKELETAL",6349421.83154919,3742963.90014618,20,8,"NASIS",NA
"527","1974NV031055","LOAMY-SKELETAL",6350053.35438251,3741895.93974145,20,8,"NASIS",NA
"528","1974NV031056","FINE",6351457.38934278,3756983.00104814,48,9,"NASIS",NA
"529","1974NV031057","SANDY",6362258.89919338,3749673.16493943,6,6,"NASIS",NA
"530","1974NV031059","SANDY",6344564.89054222,3736103.21807317,6,6,"NASIS",NA
"531","1974NV031060","SANDY",6342505.67300307,3731163.50586443,6,6,"NASIS",NA
"532","1974NV031061","FINE-LOAMY",6342040.70168227,3731661.43332209,27,6,"NASIS",NA
"533","1974NV031062","LOAMY-SKELETAL",6342961.21424007,3727384.38591306,20,8,"NASIS",NA
"534","1974NV031063","LOAMY-SKELETAL",6342865.56584135,3727673.31587933,20,8,"NASIS",NA
"535","1974NV031064","LOAMY-SKELETAL",6341538.22489007,3728691.17647961,20,8,"NASIS",NA
"536","1974NV031065","LOAMY-SKELETAL",6341569.81923165,3728714.17082868,20,8,"NASIS",NA
"537","1974NV031069","LOAMY-SKELETAL",6339831.5786353,3727449.90095471,20,8,"NASIS",NA
"538","1974NV031070","LOAMY-SKELETAL",6341019.26304912,3727644.48545954,20,8,"NASIS",NA
"539","1974NV031071","LOAMY-SKELETAL",6342041.07972922,3726523.56097044,20,8,"NASIS",NA
